"detector_id","detector_type","detector_status","detector_direction","detector_movement","location_name","atd_location_id","signal_id","created_date","modified_date","ip_comm_status","comm_status_datetime_utc","location_latitude","location_longitude","LOCATION"
"1,504","VIDEO","OK","WESTBOUND","THRU ONLY"," WELLS BRANCH PKWY / TUDOR HOUSE RD","LOC16-004925","1007","2017 Jun 28 12:00:00 AM","2025 Apr 23 07:35:00 PM",,,,,"POINT (-97.64122 30.429041)"
"6,778","VIDEO","OK - MINOR ISSUE","WESTBOUND","THRU / LEFT TURN"," 35TH ST / PECOS ST","LOC16-003630","736","2019 Mar 11 12:00:00 AM","2025 Jul 31 01:28:00 PM",,,,,"POINT (-97.76716 30.31354)"
"5,893","LOOP","REMOVED","SOUTHBOUND","LEFT TURN, SETBACK, THRU / RIGHT TURN"," BRAKER LN / RESEARCH BLVD SVRD","LOC16-003975","808","2017 Sep 11 12:00:00 AM","2023 Jun 19 09:43:00 PM",,,,,"POINT (-97.746285 30.400536)"
"5,760","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BURLESON RD / BEN WHITE BLVD SVRD","LOC16-002865","584","2017 Sep 11 12:00:00 AM","2023 Dec 23 12:51:00 AM",,,,,"POINT (-97.733582 30.214665)"
"3,697","LOOP","OK","WESTBOUND","THRU / RIGHT TURN"," MOPAC EXPY / NORTHLAND DR (East)","LOC16-002170","442","2017 Jun 16 12:00:00 AM","2023 Dec 04 10:53:00 PM",,,,,"POINT (-97.753723 30.335529)"
"6,729","NO DETECTORS","REMOVED","UNKNOWN","UNKNOWN"," 6TH ST / PRESSLER ST","LOC16-004730","968","2019 Feb 19 12:00:00 AM","2019 Feb 19 06:48:00 PM",,,,,"POINT (-97.760207 30.273898)"
"2,290","LOOP","BROKEN","EASTBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD","LOC16-004220","858","2017 Jun 26 12:00:00 AM","2024 May 28 10:37:00 PM",,,,,"POINT (-97.744301 30.389793)"
"7,157","LOOP","OK","WESTBOUND","LEFT TURN"," GATTIS SCHOOL RD / PRIEM LN","LOC16-005230","1026","2020 Apr 30 12:00:00 AM","2023 Dec 29 10:31:00 PM",,,,,"POINT (-97.592915 30.497502)"
"2,500","VIDEO","REMOVED","SOUTHBOUND","BICYCLE, LEFT TURN"," SPICEWOOD SPRINGS RD / FOUR IRON DR","LOC16-004120","837","2017 Jun 23 12:00:00 AM","2024 Oct 03 11:08:00 AM",,,,,"POINT (-97.778297 30.431625)"
"7,116","RADAR - Wavetronix","OK","SOUTHBOUND","LEFT TURN","400 BLK S CONGRESS AVE (Music Lane)","LOC17-007420","1068","2020 Mar 02 12:00:00 AM","2025 Apr 04 03:57:00 PM",,,,,"POINT (-97.748178 30.253627)"
"6,863","RADAR - Wavetronix","REMOVED","SOUTHBOUND","LEFT TURN, RIGHT TURN","US 290 HWY / HUDSON LOOP","LOC16-000370","75","2019 May 03 12:00:00 AM","2024 Jun 28 07:34:00 PM",,,,,"POINT (-97.891597 30.229516)"
"184","VIDEO","OK","EASTBOUND","LEFT TURN"," CONGRESS AVE / LIGHTSEY RD","LOC16-001140","232",,"2025 Aug 05 11:13:00 AM",,,,,"POINT (-97.760208 30.229651)"
"3,436","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," PARMER LN / TAMAYO DR","LOC16-003330","674","2017 Jun 19 12:00:00 AM","2024 Jun 17 10:03:00 PM",,,,,"POINT (-97.752777 30.455952)"
"4,663","LOOP","REMOVED","WESTBOUND","LEFT TURN"," 15TH ST / NUECES ST","LOC16-001070","218","2017 Jun 16 12:00:00 AM","2022 Nov 21 07:25:00 PM",,,,,"POINT (-97.745148 30.278534)"
"1,163","LOOP","REMOVED","EASTBOUND","THRU / LEFT TURN"," KOENIG LN / GROVER AVE","LOC16-000055","12",,"2021 Jun 11 12:58:00 PM",,,,,"POINT (-97.729485 30.329882)"
"6,792","VIDEO","OK","EASTBOUND","SETBACK","SH 71  / 973 RD","LOC16-004320","877","2019 Mar 27 12:00:00 AM","2024 May 30 10:23:00 PM",,,,,"POINT (-97.637756 30.202303)"
"4,723","VIDEO","REMOVED","EASTBOUND","THRU / RIGHT TURN"," MENCHACA RD / FORT VIEW RD","LOC16-000930","188","2017 Jun 16 12:00:00 AM","2025 Apr 24 04:00:00 PM",,,,,"POINT (-97.787621 30.231009)"
"6,078","VIDEO","BROKEN","WESTBOUND","THRU / RIGHT TURN, LEFT TURN","FM 620 RD / LAKE CREEK PKWY","LOC16-003060","618","2017 Sep 11 12:00:00 AM","2023 Dec 27 03:15:00 PM",,,,,"POINT (-97.789894 30.470217)"
"3,786","VIDEO","OK","EASTBOUND","THRU / RIGHT TURN"," OLTORF ST / 35 SVRD","LOC16-001875","382","2017 Jun 16 12:00:00 AM","2023 Nov 14 11:28:00 PM",,,,,"POINT (-97.741653 30.233851)"
"6,007","VIDEO","OK","NORTHBOUND","THRU / RIGHT TURN, LEFT TURN"," 51ST ST / OLD MANOR RD","LOC16-004675","957","2017 Sep 11 12:00:00 AM","2025 Oct 13 10:44:00 PM",,,,,"POINT (-97.6894 30.299679)"
"4,647","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," WELLS BRANCH PKWY / SUMMIT DR","LOC16-002890","589","2017 Jun 16 12:00:00 AM","2020 Jun 28 03:23:00 PM",,,,,"POINT (-97.692085 30.441485)"
"3,646","VIDEO","REMOVED","SOUTHBOUND","LEFT TURN, RIGHT TURN"," PAYTON GIN RD / OHLEN RD","LOC16-003155","642","2017 Jun 19 12:00:00 AM","2024 May 16 09:16:00 PM",,,,,"POINT (-97.714592 30.364319)"
"6,487","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," LAMAR BLVD / RIVERSIDE DR","LOC16-000595","120","2018 Jul 10 12:00:00 AM","2025 Jan 06 11:20:00 PM",,,,,"POINT (-97.757103 30.264525)"
"427","LOOP","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," 15TH ST / BRAZOS ST","LOC16-001260","259",,"2025 Feb 19 06:22:00 PM",,,,,"POINT (-97.738197 30.276548)"
"3,758","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," RIVERSIDE DR / WILLOW CREEK DR","LOC16-001940","396","2017 Jun 16 12:00:00 AM","2025 Oct 16 11:50:00 AM",,,,,"POINT (-97.725662 30.23768)"
"1,973","VIDEO","OK","WESTBOUND","LEFT TURN"," 51ST ST / GUADALUPE ST","LOC16-004450","903","2017 Jun 26 12:00:00 AM","2025 Sep 09 05:23:00 PM",,,,,"POINT (-97.728432 30.317671)"
"535","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," BURNET RD / GREENLAWN PKWY","LOC16-000395","80",,"2022 Apr 28 07:56:00 PM",,,,,"POINT (-97.735779 30.348255)"
"2,860","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," MANOR RD / 35 SVRD","LOC16-003800","772","2017 Jun 23 12:00:00 AM","2019 Feb 08 02:11:00 PM",,,,,"POINT (-97.726921 30.282986)"
"7,119","RADAR - Wavetronix","OK","WESTBOUND","LEFT TURN, RIGHT TURN","400 BLK S CONGRESS AVE (Music Lane)","LOC17-007420","1068","2020 Mar 02 12:00:00 AM","2025 Apr 04 03:57:00 PM",,,,,"POINT (-97.748178 30.253627)"
"633","VIDEO","OK","NORTHBOUND","THRU / LEFT TURN"," 5TH ST / BAYLOR ST","LOC16-001005","203",,"2023 Dec 04 07:47:00 PM",,,,,"POINT (-97.756035 30.270855)"
"2,229","VIDEO","OK","SOUTHBOUND","LEFT TURN"," MC NEIL DR / LOS INDIOS TRL","LOC16-004260","865","2017 Jun 26 12:00:00 AM","2024 Jan 31 10:16:00 PM",,,,,"POINT (-97.760498 30.437367)"
"2,396","VIDEO","OK","NORTHBOUND","THRU / LEFT TURN"," MARTIN LUTHER KING JR BLVD / E M FRANKLIN AVE","LOC16-004190","851","2017 Jun 23 12:00:00 AM","2025 Mar 31 07:41:00 PM",,,,,"POINT (-97.696091 30.28373)"
"470","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," 7TH ST / PROSPECT AVE","LOC16-001730","353",,"2024 Jun 17 02:33:00 PM",,,,,"POINT (-97.717461 30.261475)"
"1,191","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," MARTIN LUTHER KING JR BLVD / CEDAR AVE","LOC16-000995","201",,"2022 May 05 07:43:00 PM",,,,,"POINT (-97.714287 30.280956)"
"127","VIDEO","OK","NORTHBOUND","RIGHT TURN","2901 BLK E PARMER LN (Samsung Plant Driveway)","LOC16-002755","562",,"2025 Jun 25 01:20:00 PM",,,,,"POINT (-97.635544 30.378025)"
"6,746","LOOP","REMOVED",,," MARTIN LUTHER KING JR BLVD / CONGRESS AVE (MLK/Capitol Mall)","LOC16-000120","25","2019 Feb 27 12:00:00 AM","2020 Jun 07 04:21:00 PM",,,,,"POINT (-97.738106 30.280687)"
"4,586","VIDEO","OK","WESTBOUND","LEFT TURN"," LAKE CREEK PKWY / 183 HWY SVRD","LOC16-003015","604","2017 Jun 16 12:00:00 AM","2025 Aug 13 07:29:00 PM",,,,,"POINT (-97.794586 30.461142)"
"3,735","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," CONGRESS AVE / SHERATON AVE","LOC16-002000","408","2017 Jun 16 12:00:00 AM","2023 Sep 15 09:55:00 AM",,,,,"POINT (-97.768776 30.215157)"
"3,673","VIDEO","OK","WESTBOUND","LEFT TURN"," MARTIN LUTHER KING JR BLVD / SPRINGDALE RD","LOC16-003130","637","2017 Jun 19 12:00:00 AM","2023 Dec 28 01:03:00 PM",,,,,"POINT (-97.682625 30.285862)"
"7,051","VIDEO","OK","EASTBOUND","THRU / LEFT TURN"," KOENIG LN / GROVER AVE","LOC16-000055","12","2020 Jan 13 12:00:00 AM","2024 Oct 21 03:06:00 PM",,,,,"POINT (-97.729485 30.329882)"
"3,045","LOOP","REMOVED","EASTBOUND","LEFT TURN"," SOUTHWEST PKWY / WILLIAM CANNON DR","LOC16-003645","739","2017 Jun 23 12:00:00 AM","2021 Aug 11 03:03:00 PM",,,,,"POINT (-97.865624 30.254511)"
"2,733","LOOP","REMOVED","NORTHBOUND","THRU / LEFT TURN"," WELLS BRANCH PKWY / 35 SVRD","LOC16-003915","796","2017 Jun 23 12:00:00 AM","2025 May 20 07:24:00 PM",,,,,"POINT (-97.667763 30.440731)"
"6,193","VIDEO","OK","EASTBOUND","THRU / LEFT TURN"," LAMAR BLVD / MORROW ST","LOC16-002310","471","2017 Oct 04 12:00:00 AM","2025 Sep 27 12:22:00 AM",,,,,"POINT (-97.714966 30.343973)"
"6,065","VIDEO","BROKEN","WESTBOUND","THRU / RIGHT TURN, LEFT TURN","IH 35 SVRD / BEN WHITE BLVD SVRD","LOC16-004460","905","2017 Sep 11 12:00:00 AM","2024 Jul 02 02:22:00 PM",,,,,"POINT (-97.752525 30.215756)"
"4,592","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," LAKE CREEK PKWY / 183 HWY SVRD","LOC16-003010","603","2017 Jun 16 12:00:00 AM","2023 Jun 01 06:03:00 PM",,,,,"POINT (-97.793556 30.461414)"
"5,308","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," BRAKER LN / MOPAC EXPY SVRD","LOC16-002575","526","2017 Jun 14 12:00:00 AM","2023 May 23 07:16:00 PM",,,,,"POINT (-97.733398 30.396101)"
"1,630","LOOP","BROKEN","EASTBOUND","LEFT TURN","IH 35 SVRD / 32ND ST","LOC16-004805","983","2017 Jun 28 12:00:00 AM","2024 Jul 02 02:53:00 PM",,,,,"POINT (-97.723457 30.289299)"
"3,311","LOOP","OK","SOUTHBOUND","LEFT TURN"," RESEARCH BLVD SVRD / ANDERSON SQ","LOC16-003420","694","2017 Jun 23 12:00:00 AM","2023 Dec 16 08:31:00 PM",,,,,"POINT (-97.714859 30.352856)"
"1,930","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," QUINLAN PARK RD / STEINER RANCH BLVD","LOC16-004500","914","2017 Jun 26 12:00:00 AM","2025 Feb 17 07:37:00 PM",,,,,"POINT (-97.884857 30.377523)"
"5,045","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," ANDERSON MILL RD / TWIN CREEKS CLUB DR","LOC16-002780","567","2017 Jun 15 12:00:00 AM","2022 May 23 04:34:00 PM",,,,,"POINT (-97.845169 30.469261)"
"6,036","VIDEO","REMOVED","SOUTHBOUND","THRU / LEFT TURN","SH 130 SVRD / 290 HWY SVRD","LOC16-004900","1002","2017 Sep 11 12:00:00 AM","2024 Jun 28 07:54:00 PM",,,,,"POINT (-97.591911 30.340675)"
"7,015","GRIDSMART","REMOVED","NORTHBOUND","LEFT TURN, RIGHT TURN, THRU ONLY"," CAPITAL OF TEXAS HWY / PASCAL LN","LOC16-004265","866","2019 Nov 05 12:00:00 AM","2025 Jul 14 06:18:00 PM",,,,,"POINT (-97.82605 30.315455)"
"1,550","LOOP","REMOVED","NORTHBOUND","LEFT TURN","9700 BLK ANDERSON MILL RD (Bethany)","LOC16-004875","997","2017 Jun 28 12:00:00 AM","2021 Jan 14 03:21:00 PM",,,,,"POINT (-97.797707 30.44696)"
"2,742","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," SOUTHWEST PKWY / MOPAC EXPY SVRD","LOC16-003905","794","2017 Jun 23 12:00:00 AM","2021 Mar 04 03:19:00 PM",,,,,"POINT (-97.822525 30.236431)"
"771","LOOP","OK","NORTHBOUND","LEFT TURN"," HOWARD LN / HARRIS RIDGE BLVD","LOC16-001655","338",,"2025 Apr 23 07:54:00 PM",,,,,"POINT (-97.648628 30.409546)"
"1,817","VIDEO","OK - MINOR ISSUE","WESTBOUND","LEFT TURN"," MESA DR / STECK AVE","LOC16-004595","941","2017 Jun 26 12:00:00 AM","2024 Sep 19 06:35:00 PM",,,,,"POINT (-97.755455 30.374355)"
"1,648","LOOP","REMOVED","WESTBOUND","LEFT TURN"," AIRPORT BLVD / ZACH SCOTT ST","LOC16-004785","979","2017 Jun 28 12:00:00 AM","2020 Jun 10 07:59:00 PM",,,,,"POINT (-97.707878 30.294119)"
"6,852","VIDEO","REMOVED","WESTBOUND","LEFT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2019 May 01 12:00:00 AM","2025 Sep 05 05:27:00 PM",,,,,"POINT (-97.812248 30.274342)"
"6,205","VIDEO","OK","EASTBOUND","THRU / LEFT TURN"," PLEASANT VALLEY RD / SOUTH LAKESHORE BLVD","LOC16-001925","393","2017 Nov 11 12:00:00 AM","2025 Apr 03 07:08:00 PM",,,,,"POINT (-97.717148 30.242514)"
"7,176","LOOP","OK","NORTHBOUND","SETBACK"," BRODIE LN / HOME DEPOT BLVD","LOC16-003910","795","2020 May 18 12:00:00 AM","2023 Dec 29 01:27:00 PM",,,,,"POINT (-97.822746 30.22588)"
"3,485","LOOP","REMOVED","WESTBOUND","LEFT TURN"," BURNET RD / RESEARCH BLVD SVRD","LOC16-003295","667","2017 Jun 19 12:00:00 AM","2025 Mar 19 05:22:00 PM",,,,,"POINT (-97.726288 30.373507)"
"257","VIDEO","OK","NORTHBOUND","THRU ONLY","12700 BLK DESSAU RD","LOC16-004035","820",,"2025 Apr 23 07:04:00 PM",,,,,"POINT (-97.642685 30.397131)"
"1,451","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," ANDERSON MILL RD / CASHELL WOOD DR","LOC16-004975","1017","2017 Jun 28 12:00:00 AM","2024 Jun 28 08:11:00 PM",,,,,"POINT (-97.843323 30.462967)"
"6,786","LOOP","OK","EASTBOUND","THRU ONLY"," FAR WEST BLVD / HART LN","LOC16-002185","445","2019 Mar 20 12:00:00 AM","2023 Dec 08 09:02:00 PM",,,,,"POINT (-97.756638 30.35511)"
"2,949","LOOP","OK","NORTHBOUND","LEFT TURN"," CROSS PARK DR / EXCHANGE DR","LOC16-003720","755","2017 Jun 23 12:00:00 AM","2023 Dec 17 07:59:00 PM",,,,,"POINT (-97.667282 30.329987)"
"5,978","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," OLTORF ST / PLEASANT VALLEY RD","LOC16-004365","886","2017 Sep 11 12:00:00 AM","2025 Aug 25 06:40:00 PM",,,,,"POINT (-97.727768 30.227459)"
"4,749","LOOP","OK","WESTBOUND","BICYCLE"," OLTORF ST / EAST SIDE DR","LOC16-000875","176","2017 Jun 15 12:00:00 AM","2023 Dec 03 05:57:00 PM",,,,,"POINT (-97.748802 30.236704)"
"495","LOOP","OK","NORTHBOUND","LEFT TURN"," ANDERSON LN / BURNET RD","LOC16-000385","78",,"2023 Dec 21 10:18:00 PM",,,,,"POINT (-97.730896 30.356154)"
"6,761","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN"," MARTIN LUTHER KING JR BLVD / CHESTNUT AVE","LOC16-000255","52","2019 Feb 28 12:00:00 AM","2025 Apr 14 08:10:00 PM",,,,,"POINT (-97.71727 30.280438)"
"1,608","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," 12TH ST / CHESTNUT AVE","LOC16-004820","986","2017 Jun 28 12:00:00 AM","2022 Oct 17 11:12:00 AM",,,,,"POINT (-97.715981 30.274361)"
"390","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," 15TH ST / NUECES ST","LOC16-001070","218",,"2022 Nov 21 07:25:00 PM",,,,,"POINT (-97.745148 30.278534)"
"4,396","LOOP","OK","SOUTHBOUND","LEFT TURN"," LAKELINE MALL DR / PECAN PARK BLVD","LOC16-002985","608","2017 Jun 16 12:00:00 AM","2025 Sep 10 08:26:00 PM",,,,,"POINT (-97.802078 30.471979)"
"6,800","VIDEO","REMOVED","SOUTHBOUND","THRU / LEFT TURN"," 11TH ST / 35 SVRD","LOC16-001670","341","2019 Apr 04 12:00:00 AM","2022 Jul 13 03:22:00 PM",,,,,"POINT (-97.732475 30.270329)"
"2,035","LOOP","OK","EASTBOUND","THRU / LEFT TURN"," BRODIE LN / 290 HWY SVRD","LOC16-004390","891","2017 Jun 26 12:00:00 AM","2023 Dec 17 05:29:00 PM",,,,,"POINT (-97.81842 30.232639)"
"562","VIDEO","OK - MINOR ISSUE","SOUTHBOUND","LEFT TURN"," LAMAR BLVD / 51ST ST","LOC16-000010","3",,"2024 Apr 09 08:00:00 PM",,,,,"POINT (-97.73082 30.31877)"
"4,698","LOOP","OK","WESTBOUND","THRU / RIGHT TURN"," BARBARA JORDAN BLVD / LANCASTER DR","LOC16-002870","585","2017 Jun 16 12:00:00 AM","2023 Dec 23 12:57:00 AM",,,,,"POINT (-97.707489 30.305956)"
"4,192","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," CAMERON RD / NORTHRIDGE DR","LOC16-003035","613","2017 Jun 16 12:00:00 AM","2024 Jun 17 04:34:00 PM",,,,,"POINT (-97.701538 30.315813)"
"5,223","LOOP","OK","WESTBOUND","LEFT TURN"," ANDERSON LN / NORTHCROSS DR","LOC16-000460","93","2017 Jun 14 12:00:00 AM","2024 Jul 09 06:10:00 PM",,,,,"POINT (-97.735535 30.358307)"
"6,441","LOOP","OK","EASTBOUND","BICYCLE"," BRODIE LN / DAVIS LN","LOC16-003750","761","2018 Jun 12 12:00:00 AM","2023 Nov 12 04:42:00 PM",,,,,"POINT (-97.842285 30.195334)"
"5,954","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN, LEFT TURN"," METRIC BLVD / CHASEWOOD DR","LOC16-004295","872","2017 Sep 11 12:00:00 AM","2023 Dec 22 03:09:00 PM",,,,,"POINT (-97.682571 30.422298)"
"801","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," RUNDBERG LN / NORTH CREEK DR","LOC16-001675","342",,"2025 Feb 28 05:44:00 PM",,,,,"POINT (-97.691795 30.360039)"
"2,863","LOOP","REMOVED","WESTBOUND","LEFT TURN"," MANOR RD / 35 SVRD","LOC16-003800","772","2017 Jun 23 12:00:00 AM","2019 Feb 08 02:11:00 PM",,,,,"POINT (-97.726921 30.282986)"
"1,539","LOOP","REMOVED","EASTBOUND","SETBACK, THRU / RIGHT TURN"," ANDERSON MILL RD / MILLWRIGHT PKWY (OLSON DR)","LOC16-004885","999","2017 Jun 28 12:00:00 AM","2022 Jan 04 08:15:00 PM",,,,,"POINT (-97.804016 30.447165)"
"966","VIDEO","REMOVED","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," PARKFIELD DR / RUTLAND DR","LOC16-002360","481",,"2025 Aug 07 10:43:00 PM",,,,,"POINT (-97.705498 30.369251)"
"1,825","LOOP","REMOVED","WESTBOUND","LEFT TURN"," SPICEWOOD SPRINGS RD / MESA DR","LOC16-004590","940","2017 Jun 26 12:00:00 AM","2022 Apr 27 03:10:00 PM",,,,,"POINT (-97.757225 30.371532)"
"3,626","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," LAMPLIGHT VILLAGE AVE / SCOFIELD RIDGE PKWY","LOC16-003170","645","2017 Jun 19 12:00:00 AM","2022 Aug 18 11:34:00 AM",,,,,"POINT (-97.689072 30.428141)"
"6,951","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," RED RIVER ST / CLYDE LITTLEFIELD DR","LOC16-000350","71","2019 Aug 13 12:00:00 AM","2025 Apr 08 10:31:00 PM",,,,,"POINT (-97.727966 30.283228)"
"6,170","GRIDSMART","REMOVED","NORTHBOUND","BICYCLE, RIGHT TURN, THRU ONLY"," CAPITAL OF TEXAS HWY / WEST GATE BLVD","LOC16-002080","424","2017 Sep 11 12:00:00 AM","2023 Aug 30 06:44:00 PM",,,,,"POINT (-97.801109 30.242195)"
"3,744","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN"," 1ST ST / ST ELMO RD","LOC16-001970","402","2017 Jun 16 12:00:00 AM","2025 Feb 25 05:52:00 PM",,,,,"POINT (-97.772881 30.221043)"
"5,816","VIDEO","REMOVED","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," CAMERON RD / BROADMOOR DR","LOC16-003225","657","2017 Sep 11 12:00:00 AM","2021 Jun 28 07:27:00 PM",,,,,"POINT (-97.707008 30.31142)"
"218","LOOP","OK","EASTBOUND","LEFT TURN"," CONGRESS AVE / CUMBERLAND RD","LOC16-001135","231",,"2023 Dec 10 05:27:00 PM",,,,,"POINT (-97.756363 30.235508)"
"1,566","LOOP","REMOVED","EASTBOUND","LEFT TURN","US 290 HWY SVRD / PARMER LN","LOC16-004855","993","2017 Jun 28 12:00:00 AM","2022 Dec 29 12:26:00 PM",,,,,"POINT (-97.581018 30.344859)"
"4,696","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," BARBARA JORDAN BLVD / LANCASTER DR","LOC16-002870","585","2017 Jun 16 12:00:00 AM","2023 May 30 08:31:00 PM",,,,,"POINT (-97.707489 30.305956)"
"6,881","GRIDSMART","OK",,," SLAUGHTER LN / LINDSHIRE LN","LOC16-002810","573","2019 May 20 12:00:00 AM","2023 Dec 22 09:29:00 PM",,,,,"POINT (-97.838776 30.178185)"
"2,759","LOOP","OK","EASTBOUND","LEFT TURN","US 290 HWY SVRD / MOPAC EXPY SVRD","LOC16-003885","790","2017 Jun 23 12:00:00 AM","2023 Dec 29 01:18:00 PM",,,,,"POINT (-97.82412 30.234686)"
"1,024","VIDEO","OK","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," RED RIVER ST / 41ST ST","LOC16-000310","63",,"2025 Mar 26 05:37:00 PM",,,,,"POINT (-97.722389 30.299683)"
"5,684","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," LAMAR BLVD / 51ST ST","LOC16-000010","3","2017 Sep 11 12:00:00 AM","2024 Apr 09 07:53:00 PM",,,,,"POINT (-97.73082 30.31877)"
"674","LOOP","OK","WESTBOUND","SETBACK, THRU / RIGHT TURN"," SOUTHWEST PKWY / BOSTON LN","LOC16-003030","612",,"2024 Jul 08 05:47:00 PM",,,,,"POINT (-97.83329 30.240116)"
"1,130","VIDEO","OK","WESTBOUND","LEFT TURN"," RUNDBERG LN / PARKFIELD DR","LOC16-002355","480",,"2025 Apr 16 02:44:00 PM",,,,,"POINT (-97.706245 30.367405)"
"7,211","VIDEO","OK","NORTHBOUND","THRU / LEFT TURN"," DEAN KEETON ST / SPEEDWAY ","LOC16-000270","55","2020 Jun 25 12:00:00 AM","2025 Feb 25 09:29:00 PM",,,,,"POINT (-97.736809 30.289457)"
"1,952","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN","FM 620 RD / LAKE CREEK PKWY","LOC16-004475","908","2017 Jun 26 12:00:00 AM","2022 Aug 23 08:16:00 PM",,,,,"POINT (-97.816017 30.462158)"
"3,828","LOOP","OK","SOUTHBOUND","BICYCLE"," 7TH ST / SPRINGDALE RD","LOC16-001800","367","2017 Jun 16 12:00:00 AM","2023 Dec 10 08:00:00 PM",,,,,"POINT (-97.701675 30.256037)"
"3,036","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," PARMER LN / MC CALLEN PASS","LOC16-003655","741","2017 Jun 23 12:00:00 AM","2025 Mar 24 10:16:00 PM",,,,,"POINT (-97.663933 30.40526)"
"736","LOOP","REMOVED","WESTBOUND","LEFT TURN"," OLTORF ST / 1ST ST","LOC16-000720","145",,"2021 Jun 22 08:01:00 PM",,,,,"POINT (-97.759621 30.242111)"
"56","VIDEO","OK","NORTHBOUND","BICYCLE, THRU / RIGHT TURN"," LAMAR BLVD / OLTORF ST","LOC16-000610","123",,"2025 Jan 06 11:34:00 PM",,,,,"POINT (-97.769951 30.248413)"
"2,454","LOOP","OK","EASTBOUND","LEFT TURN"," GREAT HILLS TRL / STONELAKE BLVD","LOC16-004155","844","2017 Jun 23 12:00:00 AM","2023 Dec 29 06:04:00 PM",,,,,"POINT (-97.739647 30.393414)"
"5,863","VIDEO","OK","SOUTHBOUND","THRU / RIGHT TURN, LEFT TURN"," BURNET RD / WATERFORD CENTRE BLVD","LOC16-003725","756","2017 Sep 11 12:00:00 AM","2023 Dec 17 08:02:00 PM",,,,,"POINT (-97.725472 30.377354)"
"4,394","LOOP","OK","NORTHBOUND","LEFT TURN"," LAKELINE MALL DR / PECAN PARK BLVD","LOC16-002985","608","2017 Jun 16 12:00:00 AM","2025 Sep 10 08:26:00 PM",,,,,"POINT (-97.802078 30.471979)"
"604","LOOP","REMOVED","SOUTHBOUND","THRU / RIGHT TURN"," RIVERSIDE DR / BURTON DR","LOC16-001910","390",,"2021 May 07 02:52:00 PM",,,,,"POINT (-97.727036 30.24024)"
"3,369","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY SVRD / LAMAR BLVD SVRD","LOC16-003375","685","2017 Jun 22 12:00:00 AM","2021 Dec 29 12:37:00 AM",,,,,"POINT (-97.795998 30.234592)"
"1,807","LOOP","REMOVED","EASTBOUND","LEFT TURN","FM 2222 RD / MESA DR","LOC16-004600","942","2017 Jun 26 12:00:00 AM","2025 Oct 07 02:06:00 PM",,,,,"POINT (-97.769638 30.341314)"
"6,675","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," BEN WHITE BLVD SVRD / BURLESON RD","LOC16-002860","583","2019 Feb 06 12:00:00 AM","2025 Mar 26 07:58:00 PM",,,,,"POINT (-97.733429 30.215399)"
"5,398","LOOP","REMOVED","WESTBOUND","LEFT TURN"," BRAKER LN / SETON CENTER PKWY","LOC16-002560","523","2017 Jun 14 12:00:00 AM","2021 Dec 03 03:54:00 PM",,,,,"POINT (-97.742523 30.400265)"
